ISIN,RANK,POWERRATING
INF247L01973,5,IN_FORM
INF194KB1IH5,9,ON_TRACK
INF174V01978,24,ON_TRACK
INF789FB1RG6,13,IN_FORM
INF109KC19I0,2,IN_FORM
INF843K01KI5,4,IN_FORM
INF680P01125,33,OUT_OF_FORM
INF769K01GM2,6,OFF_TRACK
INF204K01H02,4,IN_FORM
INF200KB1548,6,IN_FORM
INF966L01BZ5,4,IN_FORM
INF204KC1097,26,OFF_TRACK
INF761K01FF5,12,ON_TRACK
INF090I01IN1,26,OUT_OF_FORM
INF666M01LT1,16,ON_TRACK
INF336L01QS4,10,ON_TRACK
INF174V01176,6,IN_FORM
INF769K01FR3,7,IN_FORM
INF966L01CV2,7,OUT_OF_FORM
INF789F1AUR9,21,OFF_TRACK
INF194K01532,2,IN_FORM
INF200KA14Y9,37,ON_TRACK
INF192K01GX4,23,ON_TRACK
INF194KB1DW5,2,IN_FORM
INF251K01985,18,ON_TRACK
INF740KA1TF6,4,IN_FORM
INF582M01FW6,22,OUT_OF_FORM
INF204K01IG8,4,IN_FORM
INF205K01247,8,IN_FORM
INF251K01PC3,11,IN_FORM
INF200KB1951,3,ON_TRACK
INF22M001077,14,ON_TRACK
INF044D01CD3,19,OUT_OF_FORM
INF663L01FO3,32,OFF_TRACK
INF754K01QH3,1,IN_FORM
INF846K01B10,31,OUT_OF_FORM
INF846K01164,29,OUT_OF_FORM
INF205K01KZ1,8,ON_TRACK
INF251K01878,11,ON_TRACK
INF174V01BB6,9,IN_FORM
INF205K01270,31,OFF_TRACK
INF846K014V2,31,ON_TRACK
INF247L01189,23,OUT_OF_FORM
INF174KA1OP1,,ON_TRACK
INF666M01BI5,21,OUT_OF_FORM
INF173K01EX9,,IN_FORM
INF251K01PQ3,8,ON_TRACK
INF179KC1AS7,4,ON_TRACK
INF090I01544,20,OFF_TRACK
INF00XX01747,4,IN_FORM
INF174KA1FZ8,2,IN_FORM
INF247L01486,24,OFF_TRACK
INF209K01Q22,26,OUT_OF_FORM
INF760K01AR3,12,ON_TRACK
INF277KA1DK1,,IN_FORM
INF769K01MO6,22,IN_FORM
INF109KC13U8,4,IN_FORM
INF740K01PT9,14,ON_TRACK
INF917K01E52,17,OFF_TRACK
INF740KA1561,10,ON_TRACK
INF03VN01514,6,IN_FORM
INF663L01FJ3,27,OFF_TRACK
INF174V01BI1,7,ON_TRACK
INF109KC1YB8,4,IN_FORM
INF760K01KN1,12,ON_TRACK
INF209K01CP1,2,IN_FORM
INF192K01494,23,ON_TRACK
INF760K01068,17,OFF_TRACK
INF200K01QU0,6,IN_FORM
INF204KC1DA8,,IN_FORM
INF205K01CE3,10,ON_TRACK
INF194KA1UI9,21,OFF_TRACK
INF336L01016,19,OFF_TRACK
INF789F1A793,3,IN_FORM
INF761K01BR9,18,OFF_TRACK
INF277KA1BE8,,IN_FORM
INF666M01DE0,21,OUT_OF_FORM
INF789F01UL3,10,ON_TRACK
INF209KC1167,2,IN_FORM
INF917K01TY5,16,OFF_TRACK
INF769K01135,1,IN_FORM
INF205K01KW8,5,IN_FORM
INF846K011F1,5,IN_FORM
INF917K01551,17,OFF_TRACK
INF194K01Y37,6,IN_FORM
INF179K01CR2,1,IN_FORM
INF789F01877,10,ON_TRACK
INF090I01FJ5,22,OFF_TRACK
INF109K1A369,9,ON_TRACK
INF194K01Y86,9,IN_FORM
INF277K01QK9,15,OFF_TRACK
INF666M01CS2,21,OFF_TRACK
INF03VN01563,3,IN_FORM
INF204KB14Z6,,IN_FORM
INF209K01YX9,10,ON_TRACK
INF846K01DP8,29,OUT_OF_FORM
INF090I01PF2,15,OFF_TRACK
INF754K01NK4,,IN_FORM
INF789F01AO9,10,OFF_TRACK
INF789F01UR0,27,OUT_OF_FORM
INF277KA1CY4,,ON_TRACK
INF761K01058,18,OFF_TRACK
INF754K01129,6,IN_FORM
INF109K01FB6,3,IN_FORM
INF192K01619,19,ON_TRACK
INF247L01DW3,,IN_FORM
INF846K010I7,2,IN_FORM
INF174V01770,2,IN_FORM
INF109K013J1,16,OUT_OF_FORM
INF204KC1EW0,,ON_TRACK
INF663L01FL9,27,OFF_TRACK
INF200K01UI7,7,IN_FORM
INF090I01809,22,OFF_TRACK
INF761K01DP9,5,IN_FORM
INF336L01123,14,ON_TRACK
INF205K01LD6,9,ON_TRACK
INF200K01TV2,3,IN_FORM
INF740KA1ME4,3,IN_FORM
INF955L01IN9,9,ON_TRACK
INF846K017H4,,ON_TRACK
INF579M01AU7,28,OFF_TRACK
INF204K01G37,3,IN_FORM
INF917K01GA2,7,IN_FORM
INF178L01AK1,9,ON_TRACK
INF251K01RF2,9,ON_TRACK
INF754K01MY7,17,IN_FORM
INF846K013H3,,ON_TRACK
INF082J01051,23,OUT_OF_FORM
INF966L01515,12,OFF_TRACK
INF760K01FP6,12,ON_TRACK
INF277K01QL7,15,OFF_TRACK
INF582M01CQ5,26,OUT_OF_FORM
INF579M01AS1,28,OFF_TRACK
INF209K01VI6,21,OUT_OF_FORM
INF251K01SZ8,11,IN_FORM
INF769K01EE4,4,ON_TRACK
INF917K01GD6,7,IN_FORM
INF204KC1EF5,2,IN_FORM
INF109K1A294,,IN_FORM
INF174KA1OI6,5,OFF_TRACK
INF277KA1BG3,,IN_FORM
INF22M001085,15,ON_TRACK
INF209KB1W82,12,ON_TRACK
INF090I01957,5,ON_TRACK
INF200K01388,11,ON_TRACK
INF174KA1FF0,4,ON_TRACK
INF173K01ET7,9,OUT_OF_FORM
INF0QA701BF8,17,ON_TRACK
INF740K01144,2,IN_FORM
INF192K01JH1,18,ON_TRACK
INF174K01D28,1,IN_FORM
INF090I01IS0,5,ON_TRACK
INF174K01LG7,3,IN_FORM
INF200KA1DC0,12,ON_TRACK
INF192K01HM5,12,ON_TRACK
INF754K01BS2,7,IN_FORM
INF174KA1TR6,,ON_TRACK
INF173K01585,22,OFF_TRACK
INF179K01GF8,8,ON_TRACK
INF090I01EC3,13,ON_TRACK
INF789F01950,27,OUT_OF_FORM
INF204KC1ET6,,ON_TRACK
INF903J01NL7,30,OFF_TRACK
INF966L01AM5,3,ON_TRACK
INF761K01FN9,16,ON_TRACK
INF846K01B02,31,OUT_OF_FORM
INF174K01C78,1,IN_FORM
INF204K01I50,5,ON_TRACK
INF109K015L2,3,IN_FORM
INF740KA1PQ1,15,ON_TRACK
INF789F1AZI7,11,ON_TRACK
INF879O01027,2,IN_FORM
INF090I01OZ3,15,OFF_TRACK
INF966L01838,21,OFF_TRACK
INF0QA701AY1,38,ON_TRACK
INF109K017W5,4,IN_FORM
INF194K01516,9,ON_TRACK
INF846K01CI5,26,OUT_OF_FORM
INF090I01PE5,15,OFF_TRACK
INF205K01MC6,10,ON_TRACK
INF204KA1W85,16,OFF_TRACK
INF740K01NR8,9,ON_TRACK
INF194K01Y60,9,IN_FORM
INF277K01NA7,19,OFF_TRACK
INF754K01TJ3,,IN_FORM
INF173K01AC1,9,OUT_OF_FORM
INF179K01WR0,8,ON_TRACK
INF846KA1036,,ON_TRACK
INF955L01HF7,3,IN_FORM
INF200KA1W18,6,IN_FORM
INF740KA1MI5,3,IN_FORM
INF109K017O2,12,IN_FORM
INF205KA1015,18,OFF_TRACK
INF247L01957,2,IN_FORM
INF174V01BM3,7,ON_TRACK
INF179K01VM3,1,IN_FORM
INF789F1AYW1,13,ON_TRACK
INF767K01105,30,OUT_OF_FORM
INF0QA701BC5,38,ON_TRACK
INF789F01CG1,11,OFF_TRACK
INF204KC1GN4,,ON_TRACK
INF903J01HH7,18,OFF_TRACK
INF192K01551,17,OFF_TRACK
INF205K012Q1,18,OFF_TRACK
INF397L01182,8,IN_FORM
INF754K01BT0,6,IN_FORM
INF204K01H44,4,IN_FORM
INF204K01I84,6,IN_FORM
INF204KC1550,4,IN_FORM
INF204KC1EA6,3,IN_FORM
INF761K01827,8,ON_TRACK
INF917K01KY4,28,OUT_OF_FORM
INF109KC12M7,,ON_TRACK
INF582M01328,27,OFF_TRACK
INF200K01131,6,IN_FORM
INF192K01CA1,19,ON_TRACK
INF666M01162,21,OFF_TRACK
INF109KC1R30,3,IN_FORM
INF846K01QE4,8,IN_FORM
INF194K01W70,25,OFF_TRACK
INF769K01150,1,IN_FORM
INF03VN01522,6,IN_FORM
INF754K01BQ6,7,IN_FORM
INF846K01CO3,26,OUT_OF_FORM
INF769K01ML2,5,ON_TRACK
INF761K01DY1,25,ON_TRACK
INF277K01DS0,20,OFF_TRACK
INF959L01CS3,24,OUT_OF_FORM
INF204KB14W3,10,ON_TRACK
INF789F01VC0,10,OFF_TRACK
INF846K01W49,8,OFF_TRACK
INF277K01907,15,OFF_TRACK
INF769K01BM3,1,IN_FORM
INF209KB1Z55,4,IN_FORM
INF754K01CC4,3,IN_FORM
INF00XX01CT6,4,IN_FORM
INF789F01US8,27,OUT_OF_FORM
INF223J01FC5,20,OUT_OF_FORM
INF277KA1CA4,2,IN_FORM
INF173K01254,5,IN_FORM
INF194K01BZ6,15,OFF_TRACK
INF761K01FS8,4,IN_FORM
INF251K01RG0,9,ON_TRACK
INF760K01KK7,12,ON_TRACK
INF0J8L01016,20,OFF_TRACK
INF251K01PS9,8,ON_TRACK
INF179K01VY8,1,IN_FORM
INF090I01197,26,OUT_OF_FORM
INF846K017D3,5,IN_FORM
INF209K01454,16,OFF_TRACK
INF277K01Z69,4,ON_TRACK
INF109KC11U2,,ON_TRACK
INF200KA16E6,15,ON_TRACK
INF740K01102,25,OFF_TRACK
INF200K01TE8,20,IN_FORM
INF666M01JL2,,IN_FORM
INF680P01026,25,OUT_OF_FORM
INF204KA1MT1,10,IN_FORM
INF247L01EA7,,IN_FORM
INF173K01940,18,OFF_TRACK
INF247L01FM9,,IN_FORM
INF204KC1DC4,,IN_FORM
INF789F01AN1,10,OFF_TRACK
INF223J01QG3,20,OUT_OF_FORM
INF754K01NT5,2,IN_FORM
INF760K01JQ6,6,IN_FORM
INF200KB1605,3,IN_FORM
INF0K1H01024,34,OUT_OF_FORM
INF174KA1ND9,,ON_TRACK
INF174KA1160,15,ON_TRACK
INF843K01KN5,4,IN_FORM
INF251K01SW5,11,IN_FORM
INF109K01ED5,6,ON_TRACK
INF959L01DV5,30,OUT_OF_FORM
INF204KC1CA0,8,IN_FORM
INF174K01229,24,OUT_OF_FORM
INF247L01DU7,,IN_FORM
INF767K01NF6,25,OUT_OF_FORM
INF194K01359,10,ON_TRACK
INF666M01LK0,35,ON_TRACK
INF959L01EG4,30,OUT_OF_FORM
INF179KC1BW7,12,ON_TRACK
INF179KC1HJ1,6,OFF_TRACK
INF204KB11Z2,,IN_FORM
INF663L01GS2,25,OUT_OF_FORM
INF740KA1CT3,1,IN_FORM
INF277K01QX2,11,ON_TRACK
INF663L01NY6,29,OUT_OF_FORM
INF959L01EA7,30,OUT_OF_FORM
INF204KC1DV4,3,IN_FORM
INF846K01VR6,11,ON_TRACK
INF789F01UK5,10,ON_TRACK
INF174KA1UL7,2,IN_FORM
INF0J8L01131,35,OUT_OF_FORM
INF754K01NS7,2,IN_FORM
INF767K01113,32,ON_TRACK
INF174KA1HW1,1,IN_FORM
INF174KA1UE2,7,ON_TRACK
INF194KB1GH9,4,IN_FORM
INF582M01GO1,16,OFF_TRACK
INF846K01E74,28,OUT_OF_FORM
INF174K01KT2,24,OUT_OF_FORM
INF769K01BL5,1,IN_FORM
INF174KA1EM9,7,IN_FORM
INF761K01BO6,18,OFF_TRACK
INF174V01739,13,ON_TRACK
INF247L01EB5,,IN_FORM
INF200K01RR4,16,OFF_TRACK
INF277KA1653,,ON_TRACK
INF179K01590,1,IN_FORM
INF966L01AQ6,14,ON_TRACK
INF200K01404,12,OFF_TRACK
INF179K01XY4,19,OFF_TRACK
INF090I01PH8,15,OFF_TRACK
INF0J8L01115,39,OUT_OF_FORM
INF846K012W4,5,IN_FORM
INF277KA1CM9,,IN_FORM
INF200K01297,7,IN_FORM
INF666M01DA8,21,OUT_OF_FORM
INF680P01083,33,OUT_OF_FORM
INF090I01833,15,ON_TRACK
INF204K01FD1,7,ON_TRACK
INF846K01F16,28,OUT_OF_FORM
INF740K01227,14,ON_TRACK
INF903J01F84,11,OFF_TRACK
INF192K01502,23,ON_TRACK
INF044D01CF8,19,OUT_OF_FORM
INF277K01I60,25,OFF_TRACK
INF966L01234,20,OFF_TRACK
INF666M01FJ4,27,OUT_OF_FORM
INF109K01BF6,12,IN_FORM
INF00XX01AR4,17,OFF_TRACK
INF209KB1O17,7,OFF_TRACK
INF204KA1E04,14,ON_TRACK
INF109K01621,9,ON_TRACK
INF174V01754,2,IN_FORM
INF767K01EG3,32,OUT_OF_FORM
INF194K01482,15,ON_TRACK
INF761K01082,18,OFF_TRACK
INF173K01FQ0,18,OFF_TRACK
INF204K01B16,9,ON_TRACK
INF903J01181,9,ON_TRACK
INF200KB1787,,IN_FORM
INF843K01021,4,IN_FORM
INF174V01BC4,9,IN_FORM
INF200KB1688,,IN_FORM
INF205KA1189,14,ON_TRACK
INF903J01OT8,18,OFF_TRACK
INF740KA1MF1,3,IN_FORM
INF192K01HF9,12,ON_TRACK
INF582M01IU4,14,ON_TRACK
INF846K01E09,28,OUT_OF_FORM
INF277K011Z7,12,OFF_TRACK
INF200K01TR0,3,IN_FORM
INF200KA19Z5,6,ON_TRACK
INF754K01TM7,,IN_FORM
INF761K01FT6,4,IN_FORM
INF179KC1BX5,12,ON_TRACK
INF767K01FG0,19,IN_FORM
INF194K01490,9,ON_TRACK
INF966L01BM3,16,ON_TRACK
INF204K01968,5,ON_TRACK
INF179K01YS4,1,IN_FORM
INF247L01DT9,,IN_FORM
INF789F01TA8,37,OUT_OF_FORM
INF109KC1W74,5,IN_FORM
INF0J8L01040,20,OFF_TRACK
INF109K01FA8,18,OFF_TRACK
INF959L01HL7,7,ON_TRACK
INF247L01EC3,,IN_FORM
INF109KC1YE2,4,IN_FORM
INF174KA1WR0,,IN_FORM
INF769K01IO4,5,IN_FORM
INF666M01HN2,7,IN_FORM
INF194K01Z10,19,OUT_OF_FORM
INF277KA1AN1,2,IN_FORM
INF843K01KO3,4,IN_FORM
INF204KC1ES8,,ON_TRACK
INF084M01DJ5,6,IN_FORM
INF740KA1UP3,,IN_FORM
INF109KB18W5,26,ON_TRACK
INF174K01KA2,5,IN_FORM
INF761K01165,11,ON_TRACK
INF200KB1837,,IN_FORM
INF582M01HA8,21,OFF_TRACK
INF740KA1TX9,,IN_FORM
INF109KC1U84,7,ON_TRACK
INF109K01ER5,2,IN_FORM
INF200KB1803,,IN_FORM
INF194K01391,25,OFF_TRACK
INF769K01DJ5,10,ON_TRACK
INF174KA1XI7,,ON_TRACK
INF204KA1X43,16,OFF_TRACK
INF109KC15U3,4,IN_FORM
INF740K01PY9,25,OFF_TRACK
INF663L01V80,25,OUT_OF_FORM
INF109KC14Y8,4,IN_FORM
INF200K01222,29,OFF_TRACK
INF663L01FQ8,32,OFF_TRACK
INF959L01DO0,23,OFF_TRACK
INF200K01UJ5,7,IN_FORM
INF846K01E25,28,OUT_OF_FORM
INF205K014Q7,18,OFF_TRACK
INF740K01PV5,2,IN_FORM
INF090I01FZ1,15,ON_TRACK
INF789F1AB30,2,IN_FORM
INF200K01T28,23,OUT_OF_FORM
INF082J01390,7,OFF_TRACK
INF204KC1BX4,8,IN_FORM
INF179K01XG1,6,IN_FORM
INF174K01LJ1,10,ON_TRACK
INF277K01899,15,OFF_TRACK
INF846K011V8,31,ON_TRACK
INF204KA1MU9,10,IN_FORM
INF109KC13A0,1,IN_FORM
INF200K01800,7,ON_TRACK
INF204K01AD2,6,IN_FORM
INF209KB1U76,5,ON_TRACK
INF959L01CH6,24,OUT_OF_FORM
INF761K01DN4,5,IN_FORM
INF174K01435,5,IN_FORM
INF174KA1XG1,,ON_TRACK
INF192K01BP1,12,ON_TRACK
INF769K01FT9,7,IN_FORM
INF205K01189,9,ON_TRACK
INF846K01A37,14,ON_TRACK
INF174KA1XL1,,ON_TRACK
INF192K01GK1,23,ON_TRACK
INF769K01EM7,2,IN_FORM
INF959L01DZ6,30,OUT_OF_FORM
INF204KA1X27,16,OFF_TRACK
INF204K01GE7,9,ON_TRACK
INF760K01GA6,12,ON_TRACK
INF174KA1EN7,7,IN_FORM
INF754K01NR9,2,IN_FORM
INF767K01956,34,OUT_OF_FORM
INF200K01479,2,IN_FORM
INF277K01758,24,ON_TRACK
INF251K01HN7,15,ON_TRACK
INF109K01431,1,IN_FORM
INF903J01207,9,ON_TRACK
INF740KA1CQ9,1,IN_FORM
INF194KB1CK2,13,ON_TRACK
INF789F01CE6,11,OFF_TRACK
INF090I01PC9,15,OFF_TRACK
INF173K01AE7,9,OUT_OF_FORM
INF209K01140,5,OFF_TRACK
INF917K01GO3,24,ON_TRACK
INF277K01MI2,22,OUT_OF_FORM
INF179KC1GQ8,10,ON_TRACK
INF194K01920,1,IN_FORM
INF903J01553,13,OFF_TRACK
INF789F01WY2,7,IN_FORM
INF192K01BY3,18,ON_TRACK
INF277K01303,24,OUT_OF_FORM
INF00XX01CU4,4,IN_FORM
INF205K01BD7,2,IN_FORM
INF251K01OO1,11,IN_FORM
INF277K01PX4,20,OFF_TRACK
INF247L01932,3,IN_FORM
INF00XX01671,27,OUT_OF_FORM
INF966L01CR0,7,OUT_OF_FORM
INF966L01606,20,OFF_TRACK
INF846K014W0,5,IN_FORM
INF663L01FR6,32,OFF_TRACK
INF277KA1BR0,,ON_TRACK
INF336L01AZ3,17,ON_TRACK
INF205K015T8,2,IN_FORM
INF903J01NI3,12,OFF_TRACK
INF680P01042,25,OUT_OF_FORM
INF174KA1SS6,4,IN_FORM
INF397L01174,8,IN_FORM
INF663L01DZ4,24,OFF_TRACK
INF200K01206,3,ON_TRACK
INF740KA1MN5,2,IN_FORM
INF666M01BE4,21,OUT_OF_FORM
INF277K014A4,7,ON_TRACK
INF090I01FI7,22,OFF_TRACK
INF205KA1320,9,OFF_TRACK
INF192K01JT6,18,ON_TRACK
INF277KA1AU6,3,IN_FORM
INF769K01DG1,10,ON_TRACK
INF582M01GJ1,16,OFF_TRACK
INF843K01AQ9,4,IN_FORM
INF090I01IW2,5,IN_FORM
INF336L01RD4,5,IN_FORM
INF173K01NM3,28,OFF_TRACK
INF767K01PL9,19,ON_TRACK
INF204KB1BD7,9,ON_TRACK
INF179KC1IN1,,IN_FORM
INF209K01UM0,26,OFF_TRACK
INF754K01SU2,1,IN_FORM
INF200KA1V76,6,IN_FORM
INF200KA12P1,3,IN_FORM
INF109K1A286,,IN_FORM
INF277K010Z9,12,OFF_TRACK
INF090I01890,6,IN_FORM
INF754K01SP2,1,IN_FORM
INF955L01JR8,14,OFF_TRACK
INF336L01NY9,12,ON_TRACK
INF179K01WN9,28,ON_TRACK
INF179K01CS0,1,IN_FORM
INF846K010S6,5,IN_FORM
INF251K01HM9,15,ON_TRACK
INF174K01LD4,1,IN_FORM
INF03VN01720,8,IN_FORM
INF00XX01CR0,4,IN_FORM
INF209KB11G1,12,ON_TRACK
INF955L01674,19,OFF_TRACK
INF251K01TY9,8,ON_TRACK
INF204K01I76,6,IN_FORM
INF754K01OL0,10,ON_TRACK
INF789F01VB2,18,OFF_TRACK
INF397L01JV5,22,OUT_OF_FORM
INF109KC1Z97,1,IN_FORM
INF194K01Z02,19,OUT_OF_FORM
INF200K01RT0,1,IN_FORM
INF789F01AG5,18,OFF_TRACK
INF846K014I9,2,IN_FORM
INF192K01BX5,18,ON_TRACK
INF760K01282,12,ON_TRACK
INF579M01AL6,16,ON_TRACK
INF109K01S88,2,IN_FORM
INF109KB19W3,26,ON_TRACK
INF903JA1LV6,,ON_TRACK
INF769K01JG8,7,IN_FORM
